Zlato za 10 000 dolarů?	$10,000 Gold?
Rozšíření daňového základu, zlepšení daňové správy a zalátání mezer v dani z přidané hodnoty by se mohlo výrazně projevit v zemích s nízkými příjmy, kde výnos daní tvoří jen asi 10-14 % HDP, oproti 20-30 % HDP v zemích s vysokými příjmy.	Broadening the tax base, improving tax administration, and closing gaps in the value-added tax could make a significant difference in lower-income countries, where tax revenues account for only about 10-14% of GDP, compared to 20-30% of GDP in high-income countries.
Spravedlivější zdanění by mělo pozitivní dopady na správu a řízení, další důležitý nástroj k mobilizaci domácích zdrojů.	More equitable taxation would have a positive impact on governance, another important tool for mobilizing domestic resources.
S kvalitnějším řízením podniků a správou veřejných věcí a jasnými politikami převodních cen by země bohatě obdařené přírodními zdroji mohly posílit svou schopnost dojednávat férové kontrakty s těžebními odvětvími, časem vyrovnat příjmy a výdaje a spravovat své přírodní bohatství transparentněji.	With improved corporate and public governance and clear transfer-pricing policies, resource-rich countries could shore up their capacity to negotiate fair contracts with extractive industries, balance revenues and expenditures over time, and manage their natural endowments more transparently.
Pokrok v těchto oblastech by pomohl vládám zacílit výdaje efektivněji na ty, komu by nejvíce prospěly.	Progress in these areas would help governments to channel their spending more effectively toward those who would benefit the most.
Například pouhých 8 % z dotací na fosilní paliva ve výši 409 miliard dolarů se v roce 2010 dostalo k nejchudším 20 % populace.	For example, only 8% of the $409 billion spent on fossil-fuel subsidies in 2010 reached the poorest 20% of the population.
Cílený program podpory by efektivitu výdajů mohl významně zvýšit, čímž by uvolnil prostředky na vzdělávání, zdravotnictví a potírání chudoby.	A targeted support program could increase substantially the efficiency of spending, freeing up resources for education, health, and poverty eradication.
Podpora rozšiřování finančních služeb a inkluzivity by zase mohla zrychlit růst soukromého sektoru, a tudíž vytvářet víc pracovních míst.	Furthermore, promoting financial deepening and inclusiveness could accelerate private-sector growth, creating more opportunities.
Širší dostupnost finančních služeb by podle odhadů pomohla k prosperitě 400 milionům mikro, malých a středních podniků v rozvojových zemích a zároveň by dala příležitost 2,5 miliardám lidí po celém světě, jimž v současnosti chybí přístup ke službám, s jejichž pomocí by si vytvořili vlastní aktiva.	Indeed, broader access to financial services would help the estimated 400 million micro, small, and medium-size enterprises in developing countries to prosper, while enabling the 2.5 billion people worldwide who currently lack access to such services to build their assets.
Hlubší a efektivnější finanční sektor by také snížil transakční náklady a usnadnil řízení rizika.	A deeper and more efficient financial sector would also reduce transaction costs and facilitate risk management.
Trhy s dluhopisy v místních měnách by mohly pomoci rozvinout domácí základny investorů a mobilizovat domácí úspory k podpoře dlouhodobých investic.	Local-currency bond markets could help to develop domestic investor bases and mobilize domestic savings to support long-term investments.
Zároveň by mezinárodní společenství mělo pracovat na zlepšení dostupnosti a efektivity oficiální rozvojové pomoci (ORP).	At the same time, the international community should work to improve the availability and effectiveness of official development assistance.
Cíl ORP ve výší 0,7 % HDP, domluvený roku 2002 na Mezinárodní konferenci o financování rozvoje v mexickém Monterrey, by měl země motivovat ke zvyšování příspěvků.	The ODA target of 0.7% of GDP – agreed in 2002 at the International Conference on Financing for Development in Monterrey, Mexico – should motivate countries to increase their contributions.
Mohou také učinit opatření k tomu, aby ORP byla z roku na rok předvídatelnější.	They can also take steps to make ODA more predictable from year to year.
Dárci by měli pomoc strukturovat tak, aby zajistili, že podpoří zdravé strategie a programy národního rozvoje, nejen své vlastní úzké zájmy.	Donors should structure aid to ensure that it supports sound national development policies and programs, rather than their own narrow interests.
To je obzvlášť relevantní, jelikož nastupující rozvojoví partneři, zejména BRICS (Brazílie, Rusko, Indie, Čína a Jižní Afrika), nabízejí nové druhy balíčků pomoci, které zahrnují investiční a nefinanční pomoc.	This is particularly relevant as emerging development partners, especially the BRICS (Brazil, Russia, India, China, and South Africa), offer new kinds of aid packages that incorporate investment and non-financial assistance.
Cenné zkušenosti s efektivnější distribucí pomoci by mohly poskytnout soukromé charity, které napomáhají propagací inovací v oblastech, jako je zdravotní péče, životní prostředí a vzdělávání.	Private charities, which have been instrumental in promoting innovation in fields such as health care, the environment, and education, could provide valuable insight into channeling aid more effectively.
Obecněji řečeno, k maximalizaci účinku pomoci v terénu by pomohlo zlepšení koordinace mezi dárci.	More generally, improving coordination among donors would help to maximize the impact of aid on the ground.
Přestože pro křehké státy a země s velmi nízkými příjmy ORP zůstává důležitým zdrojem financování, představuje jen 7 % čistých finančních toků do rozvojových zemí, kde mají větší vliv přímé zahraniční investice, peněžní převody od krajanů ze zahraničí, dlouhodobé dluhy a portfoliové investice.	While ODA remains an important source of financing for fragile and very-low-income countries, it represents only 7% of net financial flows to developing countries, where foreign direct investment, remittances, long-term debt, and portfolio investment have a larger impact.
Dárci by měli pomoc pákově zesílit, aby „zvětšili koláč,“ a diverzifikovat finanční zdroje nejchudších zemí světa tím, že zajistí záruky za riziko, inovativní investiční nástroje, syndikaci dluhu a dohody o spolufinancování.	Donors should leverage aid to “grow the pie” and to diversify financing sources for the world’s poorest countries by providing risk guarantees, innovative investment vehicles, debt syndication, and co-financing arrangements.
Přilákání i jen zlomku aktiv držených institucionálními investory, fondy svrchovaného majetku a veřejnými penzijními fondy by mohlo rozvojové finance výrazně posílit.	Attracting even a fraction of the assets held by institutional investors, sovereign-wealth funds, and public pension funds could boost development finance substantially.
Dalším potenciálním zdrojem financování rozvoje jsou populace v diasporách.	Diaspora populations are another major potential source of development financing.
Snížením převodních nákladů, které podle odhadů dosahují v průměru 9 % hodnoty transakcí, by se dostalo víc peněz do rukou těm, kdo je potřebují nejvíc.	Reducing transfer costs, which average an estimated 9% of the value of transactions, would put more money into the hands of those who need it most.
Finanční produkty šité na míru komunit v diasporách by mohly zajistit prostředky na investice a současně upevnit ekonomické i další vazby migrantů k jejich domovským zemím.	Tailoring financial products for diaspora communities could attract resources for investment, while reinforcing migrants’ ties – economic and otherwise – to their home countries.
Konečně mezinárodní společenství nese zvláštní zodpovědnost za zajišťování globálních veřejných statků.	Finally, the international community bears a special responsibility for delivering global public goods.
V průsečíku národních rozvojových priorit a celosvětových zájmů leží zodpovědnost za ochranu životního prostředí, prevenci šíření přenosných nemocí, upevňování mezinárodní finanční konstrukce, posilování účasti rozvojových zemí v globální obchodní soustavě a usnadňování výměny znalostí.	The responsibility to preserve the environment, stem the spread of communicable diseases, strengthen the international financial architecture, enhance developing-country participation in the global trading system, and facilitate the exchange of knowledge lies at the intersection of national development priorities and global interests.
Přístup na trhy OECD bez cel a kvót, doprovázený jednoduššími a transparentnějšími pravidly původu, by v nejméně rozvinutých zemích zvýšil HDP o 1 % a tím pozvedl miliony lidí z chudoby.	Duty-free, quota-free access to OECD markets, complemented by simpler, more transparent rules of origin, would raise GDP by 1% in the least-developed countries, lifting millions out of poverty.
Investice do statistických schopností by pomohly vládám a podnikům na celém světě lépe se strategicky rozhodovat, na základě přesnější evidence souvisejících nákladů a výnosů.	Investment in statistical capacity would help governments and businesses worldwide to make better policy decisions, based on a more accurate accounting of the associated costs and benefits.
Výzva rozvojové agendy po roce 2015 spočívá v nalézání kreativních řešení na podporu prosperity, rovnosti a udržitelnosti.	The challenge of the post-2015 development agenda lies in finding creative solutions to support prosperity, equality, and sustainability.
Vlády, občanská společnost, mezinárodní organizace a soukromý sektor mohou společně zlepšit dostupnost a kvalitu financí na rozvoj a dát tvar lepší budoucnosti pro všechny.	Together, governments, civil society, international organizations, and the private sector can improve the availability and quality of finance for development, and shape a better future for all.
	
Lék na fiskální selhávání?	A Cure for Fiscal Failure?
CAMBRIDGE – Mělo by víc zemí zřídit nezávislé fiskálně poradní orgány, aby do debat o národních rozpočtech vnesly větší objektivitu?	CAMBRIDGE – Should more countries create independent fiscal advisory councils to infuse greater objectivity into national budget debates?
Uvězněný podvodník Bernie Madoff nedávno ve stručnosti vyjádřil mínění mnoha lidí o fiskální politice, když prohlásil, že „celá vláda je pyramidová hra“.	Jailed swindler Bernie Madoff recently summed up a lot of people’s feelings about fiscal policy, declaring that “the whole government is a Ponzi scheme.”
U výroku muže, který zemře za mřížemi poté, co se v roce 2008 zhroutil jeho vlastní pyramidový podvod v rekordní výši 50 miliard dolarů, možná bylo přání otcem myšlenky.	Perhaps this was just wishful thinking from a man who will die in prison after his own record-breaking $50 billion pyramid scheme collapsed in 2008.
Osobně jsem přesvědčen, že Madoffovo nezáviděníhodné místo v knihách rekordů zůstane po jistou dobu pevné.	Personally, I suspect Madoff’s unenviable place in the record books will be secure for quite a while.
Přesto vzhledem k tomu, že mnohé z vlád největších zemí světa narážejí na smrtící kombinaci neudržitelného konvenčního zadlužení, bezprecedentních závazků v systému starobních penzí a zpomaleného růstu, se člověk neubrání otázce, jaký že vlastně máme fiskální plán.	Still, with many of the world’s largest governments facing a lethal combination of unsustainable conventional debt, unprecedented old-age pension obligations, and a downshift in growth, one has to wonder what the fiscal plan is.
V novém pojednání „A Decade of Debt“ (Dekáda dluhu) Carmen M. Reinhartová a já dokládáme, že obecný vládní dluh ve Spojených státech, zahrnující federální, státní i místní zadlužení, dnes už překonal rekord ve výši 120 % HDP dosažený na konci druhé světové války.	In a new paper, “A Decade of Debt,” Carmen M. Reinhart and I show that general government debt in the United States, including federal, state, and local debt, has now surpassed the record 120% of GDP reached at the end of World War II.
Japonsko je samozřejmě v ještě horší kondici, neboť tamní vládní dluh dosahuje v úhrnu 200 % HDP.	Japan, of course, is in even worse shape, with government debt totaling more than 200% of GDP.
Ačkoliv to částečně kompenzují devizové rezervy, Japonsko teď stojí před obrovskými výdaji za sanaci následků katastrofy – a to vše ještě zjitřují depresivní demografické trendy.	Though this is partially offset by foreign-exchange reserves, Japan now faces massive disaster-relief costs – and this on top of its depressing demographic trends.
Hladiny zadlužení mnoha dalších bohatých zemí jsou také nepříjemně blízko maximům za posledních 150 let, navzdory relativnímu míru ve velké části světa.	Many other rich countries’ debt levels are also uncomfortably close to 150-year highs, despite relative peace in much of the world.
Snadná cesta ven neexistuje.	There is a no easy way out.
Prozatím náklady na dluhovou službu mírní nízké světové úrokové míry, avšak hladiny zadlužení lze snižovat jen velmi povlovně během dlouhých období, zatímco reálné (inflačně korigované) úrokové sazby se mohou zvyšovat mnohem rychleji, a to i v bohatých zemích.	For now, low world interest rates are restraining debt-service costs, but debt levels can be reduced only very gradually over long periods, whereas real (inflation-adjusted) interest rates can rise far more quickly, even for rich countries.
Dluhové krize obvykle přicházejí zčistajasna a postihují země, na jejichž dluhové trajektorii jednoduše není místo pro chyby ani neplánované nesnáze.	Debt crises tend to come out of the blue, hitting countries whose debt trajectories simply have no room for error or unplanned adversity.
Naprosto nejbezprostřednějším a nejpřímějším důsledkem nezávislé fiskální politiky by bylo zkrocení výdajů, neboť by předložila kontrapunkt k panglosovsky optimistickým vládním prognózám růstu a státního důchodu.	The single most immediate and direct impact of having an independent fiscal policy would be to reign in spending by producing a counterpoint to Panglossian government growth and revenue forecasts.
Nezávislý a respektovaný poradní orgán by teoreticky také mohl přimět vlády, aby přiznaly skryté náklady vládních záruk a mimobilančních dluhů.	In principle, an independent and respected advisory council could also force governments to acknowledge the hidden costs of government guarantees and off-balance sheet debts.
Je načase promýšlet novátorské přístupy.	It is high time to consider novel approaches.
Jistěže, s mohutným sklonem většiny moderních politických systémů ke schodkovým výdajům žádná jednotlivá změna neskoncuje.	Of course, no one simple change will eliminate the huge bias towards deficit spending in most modern political systems.
Ani riziku budoucího zadlužení a inflační krize žádná jednotlivá změna nezamezí.	And no one simple change will preclude the risk of future debt and inflation crises.
Mnoho zemí potřebuje dalekosáhlé reformy, které zajistí větší efektivitu tamních daňových soustav a realističnost sociálních programů, včetně penzijních.	Many countries require sweeping reforms to make their tax systems more efficient and their entitlement programs – including their pension schemes – more realistic.
Nedávný nástup fiskálních rad je slibný institucionální začátek.	The recent advent of fiscal advisory councils is a promising institutional start.
Řada zemí, mimo jiné Dánsko, Nizozemsko, USA a Belgie, má už dlouho agentury fiskálního dohledu, jmenujme kupříkladu americký Rozpočtový úřad Kongresu (CBO).	A number of countries, including Denmark, the Netherlands, the US, and Belgium, have long-standing fiscal watchdog agencies, such as the US Congressional Budget Office (CBO).
Jenže ač se tyto starší instituce ukázaly jako nesmírně užitečné, jsou obvykle značně svázané.	But, while these older institutions have proven enormously useful, they are typically quite constrained.
CBO například může volně publikovat dlouhodobé fiskální prognózy založené na vlastních nejlepších odhadech, ale je velkou měrou nucen akceptovat politicky nevěrohodné budoucí „korekce“ nominální hodnoty, což poněkud oklešťuje potenciální účinnost kritiky schodkových politik.	The CBO, for example, is free to issue long-term fiscal projections based on its own best estimates of growth, but is largely forced to accept politically implausible future “fixes” at face value, somewhat neutralizing the potential effectiveness of any critique of deficit policies.
Řada vlád ve snaze zvýšit věrohodnost opatrně přistupuje ke zřizování fiskálně poradních orgánů s větší nezávislostí, přičemž vzorem se často stávají centrální banky.	To enhance credibility, a number of governments are gingerly moving towards creating fiscal councils with greater independence, often with central banks as a role model.
K novému předvoji patří rady ve Švédsku, Velké Británii, Slovinsku a Kanadě.	The new vanguard includes councils in Sweden, the United Kingdom, Slovenia, and Canada.
Pravomoci švédské fiskální rady jsou obzvlášť široké a dávají jí mandát nejen k vytváření prognóz, ale i k hlubšímu pohledu na pohnutky, jež vedly k vládním politikám, a důsledky, které z nich plynou.	The remit of Sweden’s fiscal council is particularly broad, giving it a mandate not only to forecast, but also to look more deeply at the motivations and consequences of government policy.
Během finanční krize by nezávislá fiskální rada teoreticky mohla přinášet neocenitelnou pomoc.	In principle, an independent fiscal council could have provided invaluable help during the financial crisis.
V USA takový orgán mohl přispět do diskuse o nákladech a přínosech sanačních programů a snad tak mohl pomoci k ukončení kongresové paralýzy a obrnit nervy k přenesení větší míry rizika pozitivního vývoje na daňové poplatníky.	In the US, such an agency could have weighed in on the costs and benefits of bailout plans, perhaps helping to end congressional paralysis and steeling nerves to give taxpayers more upside risk.
Bylo by přehnané očekávat, že tyto nové fiskální instituce budou v brzké budoucnosti stejně významné či mocné jako centrální banky.	It is too much to expect that these new fiscal institutions will become as important or powerful as central banks, at least anytime soon.
Nad měnovou politikou panuje mnohem větší konsenzus než nad politikou fiskální.	There is far more consensus over monetary policy than over fiscal policy.
Nadto je fiskální politika mnohem komplikovanější a má mnoho dimenzí.	And fiscal policy is far more complex and multi-dimensional.
Přesto se nastavený všeobecný princip jeví jako důležitý krok k fiskální příčetnosti.	Still, the general principle seems like an important step towards fiscal sanity.
Samozřejmě že samotné fiskální rady nestačí, ať už jsou koncipované třeba sebelépe.	Of course, fiscal councils by themselves are not enough, no matter how well designed they are.
I napříště bude pro každou generaci lákavé si říct: „Moje vnoučata budou dvakrát nebo třikrát bohatší než já, takže koho trápí, že budou splácet jakýsi dluh?“ Silný sklon ke schodkům navíc vychází z politického cyklu, jelikož přední činitelé se posilováním viditelných výdajů na úkor skrytých dluhů a nižších dlouhodobých investic snaží přikrášlit zdání ekonomického zdraví a prosperity.	It will remain very tempting for each generation to say, “My grandchildren will be two or three times richer than I, so who cares if they have to pay some debt?” Moreover, the political cycle creates a very strong deficit bias, as leaders seek to embellish feelings of economic health and prosperity by raising visible expenditures at the cost of hidden debts and lower long-term investment.
Aby se těmto silným tlakům fiskální rady ubránily, bude jejich práci nutné prověřovat pravidelnými audity mezinárodních agentur, jako je Mezinárodní měnový fond, aby se ochránila jejich nezávislost a upevnila zodpovědnost.	To resist these powerful pressures, fiscal councils will need to have their work audited periodically by international agencies such as the International Monetary Fund, both to protect their independence and to promote accountability.
Ovšemže se ještě může ukázat, že pravdu měl Bernie Madoff a že jeho pyramidová hra nebyla ze všech největší.	To be sure, Bernie Madoff may yet be proved right, and his will not turn out to be the biggest Ponzi scheme ever.
Účelným krokem k vyřešení trvajícího hlavolamu nadměrných deficitů by ale mohlo být více transparentnosti a systematického nezávislého hodnocení vládních politik.	But greater transparency and a more systematic independent evaluation of government policies could be a very helpful step towards solving the perpetual conundrum of outsized deficits.
Rozhodně jde o jeden z inovativnějších a slibnějších nápadů, jenž vzešel z jinak spíše neplodné politické krajiny.	It is certainly one of the more innovative and promising ideas to emerge from a rather barren policy landscape.
	
Celní unie pro Balkán	A Customs Union for the Balkans
Pád Slobodana Miloševiče nesnáze na Balkáně nevyřešil. Právě naopak – dodává jim na naléhavosti.	The fall of Milosevic does not cure the political woes of the Balkans; indeed, it raises their urgency.
Jugoslávie byla rozdrobena, ale rozpad není u konce.	Yugoslavia has disintegrated, but the disintegration is incomplete.
Vojislav Koštunica byl sice zvolen prezidentem Jugoslávie, ale jeho mandát vychází výlučně z podpory Srbska.	It was in Yugoslavia that Vojislav Kostunica was elected president, but his mandate comes solely from support in Serbia.
Černá Hora, partner a podřízený Srbska v jugoslávské federaci, povětšinou volby bojkotovala a kosovští Albánci je rovnou ignorovali.	Montenegro, Serbia’s junior partner in the Yugoslav federation, mostly boycotted the election while Albanians in Kosovo ignored them.
Přesto byla Jugoslávie nedávno přijata do OSN.	Yet it was Yugoslavia, whose foundations are unstable, that was recently admitted to the UN.
Celá řada problémů přitom zůstává nedořešena: například vztahy mezi Srbskem a Černou Horou či status Kosova (nemluvě o provincii Vojvodina na severu Srbska).	A host of problems remain unresolved: relations between Serbia and Montenegro and the status of Kosovo (not to mention Serbia’s northern province of Vojvodina).
Jakékoli řešení – jakýkoli návrh na změnu – zplodí nový konflikt z důvodu střetu nároků na suverenitu.	Any resolution – any suggestion of change – will engender new conflicts because of conflicting claims of sovereignty.
Jakkoli svůdné může být řešení tohoto rébusu narýsováním nových hranic nebo založením nových entit, nelze jej řešit z pohledu státní suverenity.	However tempting it may be to solve the puzzle by drawing new borders or establishing new entities, this conundrum cannot be resolved in terms of sovereignty.
Tradiční řešení by problémy na Balkáně jen dále protahovalo.	That traditional solution would only perpetuate the problems of the Balkans.
Je zapotřebí nového přístupu: Evropská unie by měla využít perspektivy celoevropské integrace jako způsobu k podpoře integrace na regionální úrovni.	A new approach is needed: the European Union should use the prospect of European integration as the way to promote regional integration.
Evropská unie by mohla fungovat jako magnet, který spojuje celou Evropu a tím pádem také jednotlivé země regionu.	The EU could act as a magnet to bring the region closer together by bringing the region as a whole closer to Europe.
Tato myšlenka se obyvatelům regionu zamlouvá, ale je jen na EU, aby ji uskutečnila.	This idea has great appeal to people in the region, but only the EU can make it happen.
Po útoku sil NATO na Kosovo učinili evropští vedoucí představitelé tento přístup jedním z pilířů vize EU pro Balkán, která je zastřešena Paktem stability, podepsaným na Sarajevském summitu v červenci roku 1999.	After NATO intervention in Kosovo, European leaders made this approach the cornerstone of their vision for the Balkans. It was enshrined in the Stability Pact signed at the Sarajevo Summit of July, 1999.
Pakt o stabilitě je nicméně pouhou skořápkou, jíž je třeba vyplnit nějakým obsahem.	But the Stability Pact is merely a shell – it needs to be filled with content.
Vhodnou dobou pro to bude záhřebská konference, kterou na 24. listopadu svolává Francie jakožto předsednická země EU.	The time to do so is at the Zagreb Conference on November 24 called by France as the current EU president.
Evropská unie by měla balkánským zemím předložit tento tříbodový program:	The European Union should now propose a three-point plan for the Balkans:
▫ Do jednoho roku zavést celní unii s přednostním přístupem na trhy EU.	$ a customs union with preferential access to EU markets within one year.
Za vzor lze použít existující celní unii mezi EU a Tureckem.	The existing EU-Turkey customs union should be used as a model.
Jakmile všechny tyto země dosáhnou s EU dohody, bude na celém Balkáně automaticky existovat volný obchod.	Once all these countries reach agreement with the EU there would automatically be free trade throughout the Balkans.
To ovšem bude jistou dobu trvat.	This will take some time to implement.
Přesto by k tomu měla EU vydat signál a jednostranně otevřít své hranice pro zboží dovážené z Balkánu.	But from the start, the EU should give a signal by unilaterally opening its border to imports from the region.
Zájmy Evropské unie to nijak neohrozí, poněvadž země, jichž by se opatření týkalo, nemají dnes na trhu EU dohromady více než jedno procento.	This cannot endanger any EU interests as the countries at issue now have far less than 1% of the EU market.
▫ Do dvou let zavést regionální daň z přidané hodnoty, jež by nahradila ztracené příjmy ze cla.	$ a regional VAT to replace the lost customs revenues should be established within two years.
Rozdíly v nepřímých daních, kam spadá například DPH, jsou jednou z překážek rozvoje obchodu.	Differences in indirect taxes such as VAT pose another way in which borders become obstacles to trade.
Je zapotřebí je v celém regionu sjednotit.	They should be unified throughout the region.
Regionální sazbu daně z přidané hodnoty bude pravděpodobně nutno mírně zvýšit, a to v případě, že na kompenzaci ztrát v příjmech ze cla, jež budou důsledkem celní unie, nebude stačit omezení výdajů.	Regional VAT rates might be increased slightly if expenditure restraint is not sufficient to offset the loss of tariff revenues due to the customs union.
▫ Na dobu tří let a v postupně klesajícím rozsahu poskytnout zainteresovaným zemím dočasnou rozpočtovou podporu, která bude podléhat dohledu EU nad rozpočtovými výdaji.	$ Temporary budgetary support on a declining scale for three years, subject to EU supervision over budgetary expenditures.
Poněvadž zisk z regionální DPH nebude okamžitý, měla by EU na přechodnou dobu poskytnout finanční pomoc.	Because it will take time to collect revenues from the regional VAT, the EU should provide financial help during the transition.
Oblast, které by se měl tento plán týkat, zahrnuje Bulharsko, Chorvatsko a Albánii, a dále Srbsko, Bosnu, Makedonii, Černou Horu a Kosovo.	The area covered by this plan would include Bulgaria, Croatia and Albania as well as Serbia, Bosnia, Macedonia, Montenegro and Kosovo.
Možná je rovněž spoluúčast Rumunska a Moldovy.	Participation by Romania and Moldova is optional.
Bulharsko a Chorvatsko by se daly k účasti přemluvit za předpokladu, že by to nebylo na překážku jejich kandidatuře na členství v EU.	Bulgaria and Croatia could be persuaded to participate provided it would not interfere with their candidacy for EU membership.
Výše rozpočtové podpory by závisela na stavu jednotlivých zemí.	Depending on the country, there could be more or less budgetary support.
(Například Bulharsko by kompenzaci nepotřebovalo, protože do velké míry již samo zrušilo celní sazby.)	(Bulgaria, for example, might not need compensation since to a great extent it has already eliminated tariffs).
Ve srovnání s náklady na vojenské a mírové operace jde tady o směšně nízké částky.	In comparison to the cost of military intervention and peacekeeping, the financial costs here are ridiculously low.
Podle mého odhadu by v prvním roce stačilo 750 milionů eur, v druhém roce 500 milionů a ve třetím roce 250 milionů eur.	I estimate that Euro 750 million in the first year, Euro 500 million in the second year and Euro 250 million in the third year would do the trick.
(Pokud by se účastnily také Rumunsko a Moldávie, byla by čísla o něco vyšší.)	(If Romania and Moldova were included the figures would be slightly higher).
Tato čísla spadají do rámce příslibů, jež Evropská unie v souvislostí s Paktem o stabilitě již vyslovila. Krom toho by neměl být ani problém je přizpůsobit Berlínské dohodě o rozpočtu Evropské unie na období let 2000-2005, pokud členské země EU budou souhlasit s přemístěním nevynaložených výdajů.	These figures are well within range of pledges already made by the EU for the Stability Pact and they could be easily accommodated within the confines of the Berlin Accord on the EU budget for 2000-2005 if EU member states agree to a reallocation of unspent funds.
Rozpočtová podpora v kontextu celní unie by byla rozhodně účinnější metodou nakládání s finančními prostředky EU než jakýkoli jiný, tradičnější postup.	Budgetary support in the context of a Customs Union would be a more effective way to disburse EU funds than conventional methods.
Tento tříbodový program by se mohl stát základnou pro hospodářské oživení regionu.	This three-point program would lay the ground for economic resurgence.
Odstranil by dva významné zdroje korupce a nevýkonnosti: celní úřady a zneužívání státních peněz obecně.	It would remove two major sources of corruption and inefficiency: the customs service and the misuse of public funds in general.
Vytvořil by obchodní oblast, jež by byla dostatečně velká na to, aby mohla produkovat jak místní, tak zahraniční investice.	It would create a trade area large enough to generate both local and foreign investment.
Německá marka dnes na Balkáně funguje jako de facto společná měna.	The Deutsche Mark, already widely used in the region, now functions as the de facto common currency.
Veškeré zákazy spojené s jejím užíváním by měly být zrušeny; ve smyslu obchodu a investic by tak hranice pozbyly své platnosti.	Any ban on its use should be lifted to make borders irrelevant for trade and investment.
Lepší hospodářské vyhlídky a posílení institucí by pak měly pozitivní dopad na politické klima v celém regionu jihovýchodní Evropy.	Improved economic prospects and the strengthening of institutions, in turn, would have a positive impact on the political climate throughout the Balkans.
Srbsko pomalu šplhá ze dna propasti.	Serbia has climbed part of the way out of the abyss.
Úspěšné a pokojné svrhnutí tyrana dalo do pohybu proces celonárodní obnovy.	Success in peacefully removing a tyrant has set in motion a process of national renewal.
Má však před sebou ještě dlouhou cestu.	But that process has a long way to go.
Opozice zdědila zkrachovalou zemi a polorozpadlé instituce.	The opposition inherited a bankrupt country whose institutions are in ruins.
Obyvatelstvo, zklamané pokračující a prohlubující se chudobou a izolací, se začíná ptát, co se s jejich zemí a v jejich zemi během posledních deseti let stalo.	The population, frustrated by ever deepening impoverishment and isolation, is beginning to question what happened over the past decade in Serbia.
Lidé se ptají po zločinech spáchaných Miloševičovým režimem na nich samých, na Srbech.	People are asking about crimes committed by the Milosevic regime against Serbs.
Musejí se začít vyrovnávat se zločiny, jež byly spáchány na jiných – v Chorvatsku, Bosně a Kosovu.	They must begin to come to terms with the crimes committed against others - in Croatia, Bosnia and Kosovo.
Až se tento proces rozběhne, budou mnohé problémy, které dnes připadají nezvládnutelné, řešeny mnohem snáz.	Once that process is underway, many problems that now seem intractable will be resolved more easily.
Zvolení Koštunici prezidentem Jugoslávie je nedokončenou revolucí: mnozí ze staré gardy stále sedí ve svých křeslech.	Kostunica’s election as President of Yugoslavia amounts to an incomplete revolution: many of the old guard are still in place.
Hnací sílu, jejímž impulsem bylo svržení Miloševiče, je nutno zachovat.	The momentum created by Milosevic’s overthrow needs to be maintained.
Miloševič byl svržen s vírou na konec izolace Srbska.	Milosevic was overthrown in the hope of ending Serbia’s isolation.
Nyní je na Evropě, aby dodržela svůj slib.	Europe must now fulfill its promise.
Pokud se předsedající Francii nepodaří tento moment pořádně chytit do rukou, bude zmařena historická šance.	If the French Presidency fails to seize the moment in Zagreb, an historic opportunity will be lost.
	
Česká chvíle	A Czech Moment
PRAHA – Když jsem naslouchal tomu, co někteří Evropané říkali, zatímco se má vlast chystala na převzetí předsednictví Evropské unie, jako bych zaslechl tlumené ozvuky nechvalně proslulého popisu Československa z úst Nevilla Chamberlaina coby „vzdálené země, o níž víme málo“.	PRAGUE – As I listened to what some Europeans were saying as my country prepared to take over the presidency of the European Union, I heard dim echoes of Neville Chamberlain’s infamous description of Czechoslovakia as “a faraway country of which we know little.”
Mám za to, že k oživení tohoto přezíravého přístupu přispěl pomýlený pokus Donalda Rumsfelda před několika lety vyvolat rozepři mezi „starou a novou“ Evropou.	I suppose that Donald Rumsfeld’s misguided bid a few years ago to incite a divide between “new and old” Europe contributed to the re-emergence of that disdainful attitude.
Skutečnost je taková, že nic takového jako „stará a nová“ Evropa neexistuje a nikdy neexistovalo.	The reality is that there is no such thing as “old and new” Europe, and there never was.
Rozchod s komunismem a znovusjednocení Evropy máme za sebou už téměř dvě desetiletí.	The break with communism and reunification of Europe is now almost two decades old.
My Češi jsme 100% Evropané a byli jsme jimi, i když nás od demokratické Evropy oddělovala železná opona.	We Czechs are 100% European, and were even when the Iron Curtain cut us off from democratic Europe.
Ostatně naše proevropské cítění může být spíš silnější, protože naše členství v Unii, tak jako naše svoboda, je relativně nové.	Indeed, our pro-EU sentiments may be all the stronger because our membership in the Union, like our freedom, is so comparatively new.
Nikdo v Evropě se tedy nemusí obávat, že by Česká republika měla nějakou nostalgickou či výstřední agendu, již by chtěla Unii vnutit.	So no one in Europe needs to fear that the Czech Republic has some nostalgic or idiosyncratic agenda that it wants to impose on the Union.
Právě naopak, události uvalily určitou agendu na Evropu, jíž se nemůžeme vyhnout a k jejímuž naplňování bude zapotřebí solidarity čili opravdové unie.	On the contrary, events have imposed an agenda on Europe that we cannot escape and for which solidarity – true union – will be needed.
Prvořadým a nejnaléhavějším z problémů, jimž čelíme, je finanční a ekonomická krize, která prostupuje EU.	The primary, and most pressing, of the problems we face is the financial and economic crisis that is enveloping the EU.
Poměry napříč Unií se bohužel nejprve zřejmě zhorší, než se začnou zlepšovat.	Unfortunately, conditions across the Union will likely worsen before they begin to improve.
